,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
180,3HEM8MA6ID0YSIS6EVU6OHX78RVPQI,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3NS0A6KXC9W4FHXSPASXALR5BIWGZ8,A3P7QP6K56ED2Z,Submitted,2020-05-24 00:52:57,2020-05-24 00:58:22,Wed May 27 00:58:22 PDT 2020,,,,325,0% (0/0),0% (0/0),0% (0/0),cnndm2292,two_stage_rl_out,"['448', '449', '450', '451', '452', '453', '454', '455', '456', '457', '458', '459', '460', '461', '462', '463']","Tottenham will subsidise Emmanuel Adebayor ' s £ 100 , 000 - per - week wages . The Togolese striker is out of favour under Mauricio Pochettino . The 31 - year - old has made just nine league starts this season .",Emmanuel Adebayor has contract with Tottenham.,Emmanuel Adebayor's contract runs out in 2016.,Emmanuel Adebayor is a striker.,Emmanuel Adebayor / the striker wants more than his current salary.,Emmanuel Adebayor / the stirker earns 5.2 million.,Emmanuel Adebayor / the striker wants more than his current salary before accepting a move out of White Hart Lane.,Emmanuel Adebayor / the striker is from Togolese.,Emmanuel Adebayor / the striker has made nine league starts.,Emmanuel Adebayor / the striker has made nine league starts this season.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
181,3HEM8MA6ID0YSIS6EVU6OHX78RVPQI,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3PEIJLRY6YHB78ND3X8UZ3XIX6PXWS,AOWLCXNXCSQAC,Submitted,2020-05-24 01:07:03,2020-05-24 01:11:15,Wed May 27 01:11:15 PDT 2020,,,,252,0% (0/0),0% (0/0),0% (0/0),cnndm2292,two_stage_rl_out,"['448', '449', '450', '451', '452', '453', '454', '455', '456', '457', '458', '459', '460', '461', '462', '463']","Tottenham will subsidise Emmanuel Adebayor ' s £ 100 , 000 - per - week wages . The Togolese striker is out of favour under Mauricio Pochettino . The 31 - year - old has made just nine league starts this season .",Emmanuel Adebayor has contract with Tottenham.,Emmanuel Adebayor's contract runs out in 2016.,Emmanuel Adebayor is a striker.,Emmanuel Adebayor / the striker wants more than his current salary.,Emmanuel Adebayor / the stirker earns 5.2 million.,Emmanuel Adebayor / the striker wants more than his current salary before accepting a move out of White Hart Lane.,Emmanuel Adebayor / the striker is from Togolese.,Emmanuel Adebayor / the striker has made nine league starts.,Emmanuel Adebayor / the striker has made nine league starts this season.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,p,p,n,n,n,{},,
183,3G57RS03ILTD7P82S5VRUTUN1LH25W,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3P4RDNWNDAUSBTYJXCPE73GV7XXIJ3,AUY1BHG95025D,Submitted,2020-05-23 22:15:43,2020-05-23 22:17:20,Tue May 26 22:17:20 PDT 2020,,,,97,0% (0/0),0% (0/0),0% (0/0),cnndm9555,two_stage_rl_out,"['1280', '1281', '1282', '1283', '1284', '1285', '1286', '1287', '1288', '1289', '1290', '1291', '1292', '1293', '1294', '1295']","Manchester City ' s Gerhard Tremmel , 36 , is the understudy for Lukasz Fabianski but has done well in the cups . England ' s first - choice right - back at the World Cup is still a regular for Liverpool . Ron Vlaar was a surprise omission from the team of the tournament .",Gerhard Tremmel plays for Swansea,Gerhard Tremmel was in goal,Gerhard Tremmel played for free agents' 4 -4-2,Glen Johnson was at the back,Kolo Toure was at the back,Ron Vlaar was at the back,Luke Garbutt was at the back,James Milner was in midfield,Mikel Arteta was in the midfield,Tom Cleverly was in the midfield,Jonas Gutierrez was in the midfield,Danny Ings plays for Burnley,Danny Ings was up front,James Wilson plays for Manchester United,James Wilson was up front,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
185,3ECKRY5B2UKFPO6TOWNZ6D8ZRGLZIA,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3IUZPWIU1TV5N8O64ET599PG1X3WKV,A2WVY1WO8EBV8V,Submitted,2020-05-24 00:00:18,2020-05-24 00:01:52,Wed May 27 00:01:52 PDT 2020,,,,94,0% (0/0),0% (0/0),0% (0/0),cnndm9605,two_stage_rl_out,"['672', '673', '674', '675', '676', '677', '678', '679', '680', '681', '682', '683', '684', '685', '686', '687']","One in five Chinese restaurants believed to be serving shark fin soup . Loophole came to light after trading standards raided Royal China Club . Charity bite - back said restaurants are either disguising the soup on their menus as ' fish fin soup ' or are offering it to Mandarin speaking customers . More than 70 million sharks are killed each year for their fins , often dying slow , painful deaths after being dumped back into the sea once their most valuable parts have been cut off .",Chinese eateries could be using illegal meat.,Up to one in five Chinese eateries could be using illegal meat .,Chinese eateries could be selling soup using illegal meat .,Charity says how illegal meat is disguised / concealed.,The illegal meat is often disguised on menu.,The illegal meat is often only offered if requested.,People can bring meat into UK.,20 kg of meat can be brought into UK.,Meat can be brought for personal consumption.,Meat can be brought due to a loophole.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
186,33KGGVH25Y5FKNAGF7E8HTB22ECX1J,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3HFNH7HEMM2V1PW12E9KJSF16FYQGB,A12ATVBE1I4567,Submitted,2020-05-23 22:38:09,2020-05-23 22:57:05,Tue May 26 22:57:05 PDT 2020,,,,1136,0% (0/0),0% (0/0),0% (0/0),cnndm10680,two_stage_rl_out,"['832', '833', '834', '835', '836', '837', '838', '839', '840', '841', '842', '843', '844', '845', '846', '847']","Shiraz Nawaz , 36 , said he felt lucky to be alive after the 15 - foot flames shot out of the manhole in the West Midlands . The father - of - two had been on his way to his local takeaway when he heard buzzing from the ground just a few feet behind him . As he turned around he noticed the charred ground and watched on as thick black smoke began to escape .",Flames shot out the manhole .,Shiraz Nawaz felt lucky to be alive.,Fire erupted moments after Shiraz Nawaz walked over the manhole.,The manhole was in a busy street .,No - one was hurt in the incident.,Nawaz evacuated the area.,No-one was hurt after Nawaz evacuated the area .,Shiraz Nawaz walked over the manhole.,It is incredible that no - one was hurt.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,n,n,n,n,n,{},,
187,33KGGVH25Y5FKNAGF7E8HTB22ECX1J,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3TU5ZICBRIPG8AQJJGXWRFY3IWPQ8Z,AHKYVHP6591H8,Submitted,2020-05-23 23:19:00,2020-05-23 23:20:46,Tue May 26 23:20:46 PDT 2020,,,,106,100% (31/31),100% (31/31),100% (31/31),cnndm10680,two_stage_rl_out,"['832', '833', '834', '835', '836', '837', '838', '839', '840', '841', '842', '843', '844', '845', '846', '847']","Shiraz Nawaz , 36 , said he felt lucky to be alive after the 15 - foot flames shot out of the manhole in the West Midlands . The father - of - two had been on his way to his local takeaway when he heard buzzing from the ground just a few feet behind him . As he turned around he noticed the charred ground and watched on as thick black smoke began to escape .",Flames shot out the manhole .,Shiraz Nawaz felt lucky to be alive.,Fire erupted moments after Shiraz Nawaz walked over the manhole.,The manhole was in a busy street .,No - one was hurt in the incident.,Nawaz evacuated the area.,No-one was hurt after Nawaz evacuated the area .,Shiraz Nawaz walked over the manhole.,It is incredible that no - one was hurt.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,n,n,n,n,n,{},,
188,3A3KKYU7Q75XRCRFYO1KZ2LYRN1MWN,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3FE7TXL1LNB5MVOU3ZOVHOL0WW5Q24,A59L67EZKMC3V,Submitted,2020-05-24 00:46:42,2020-05-24 00:47:57,Wed May 27 00:47:57 PDT 2020,,,,75,0% (0/0),0% (0/0),0% (0/0),cnndm5912,two_stage_rl_out,"['464', '465', '466', '467', '468', '469', '470', '471', '472', '473', '474', '475', '476', '477', '478', '479']",Police say they have no objections to the late afternoon kick - off . Chief Superintendent John o ' Hare says the decision is down to good behaviour from supporters of each side . Rio Ferdinand was hit by an object thrown from the crowd during the Manchester derby in December 2012 .,Manchester United take on Manchester City.,The match is going to take place on Sunday.,The match will begin at 4 pm.,The match will take place at Old Trafford Home.,Police have no objections to the kick-off being late in the afternoon.,34 fans were arrested at Wembley.,The fans were arrested in 2011.,The fans were arrested in FA Cup semi-final.,The fans were arrested in the last late afternoon weekend kick-off.,The fans were arrested in the last late afternoon weekend kick-off in the Manchester Derby.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,{},,
191,3P458N04R55M98SCYBEMMCL7UKQX20,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3JBT3HLQFDQASUQRSTIK4U5XC9APZC,A1A3J5IXCM8A7X,Submitted,2020-05-23 23:18:24,2020-05-23 23:19:52,Tue May 26 23:19:52 PDT 2020,,,,88,0% (0/0),0% (0/0),0% (0/0),cnndm3906,two_stage_rl_out,"['1104', '1105', '1106', '1107', '1108', '1109', '1110', '1111', '1112', '1113', '1114', '1115', '1116', '1117', '1118', '1119']","Ronnie Carroll died just days after successfully getting on the election ballot paper . He had contested elections before , winning 29 votes in the Haltemprice and Howden by - election - despite campaigning for a record score of 0 . Mr Carroll was on the statement of nominations as ' The Eurovisionary Carroll ' .",Ronnie Carroll placed fourth in the Eurovision contest.,Ronnie Carroll placed fourth in 1962.,Ronnie Carroll placed fourth in 1963.,Ronnie Carroll died in London.,Ronnie Carroll died two days ago.,Ronnie Carroll died at the age of 80.,Ronnie Carroll died following a battle with cancer,Ronnie Carroll was running in the general election.,The general election was for Hampstead and Kilburn.,Ronnie Carroll remains on the paper.,Ronnie Carroll will be elected if he gets enough votes.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,p,p,{},,
192,32FESTC2OLE7QMQJQZS5EIVPCTMUCE,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,369J354OFIY2R7DHN5VMDNYA6EM6GU,A1A3J5IXCM8A7X,Submitted,2020-05-23 22:29:46,2020-05-23 22:35:01,Tue May 26 22:35:01 PDT 2020,,,,315,0% (0/0),0% (0/0),0% (0/0),cnndm8306,two_stage_rl_out,"['896', '897', '898', '899', '900', '901', '902', '903', '904', '905', '906', '907', '908', '909', '910', '911']","More than a dozen people were injured and least one person was critically injured , a police spokesman said .",There was a performance at an Indiana public school.,The performance was of American Pie.,The performance ended in tragedy.,The performance was on Wednesday.,A riser buckled at the performance.,The riser buckled as many danced on-stage.,More than a dozen people were injured.,The school is Westfield High.,One student was taken to a hospital in critical condition.,Students said there had been no issues previously.,Students said they previously practiced the song on the stage with the same number of people .,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,p,n,p,{},,
194,3FO95NVK6GOVHBNYJRN0OCCNRX4RS1,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3B2X28YI31360Q567J38CC7DQ1W6BF,A2WNW8A4MOR7T7,Submitted,2020-05-23 22:50:14,2020-05-23 22:59:01,Tue May 26 22:59:01 PDT 2020,,,,527,0% (0/0),0% (0/0),0% (0/0),cnndm6048,two_stage_rl_out,"['704', '705', '706', '707', '708', '709', '710', '711', '712', '713', '714', '715', '716', '717', '718', '719']",David Axelrod masterminded two presidential election victories for Barack Obama . He was hired by the Labour leader Amid great fanfare last year . He has helped refine Mr Miliband ’ s message about tackling cost of living .,David Axelrod masterminded election victories .,David Axelrod was behind two election victories.,The past election victories were for presidential elections.,David Axelrod was hired by Labour leader Ed Miliband.,The hiring occurred last year.,The hiring occurred amid great fanfare.,David Axelrod revealed something at a book launch.,David Axelrod revealed he is not resident for tax purposes in UK .,David Axelrod is paid in dollars.,David Axelrod is paid through consultancy firm .,Labour confirms details of David Axelrod's payment.,The past election victories were for Obama.,BLANK,BLANK,BLANK,BLANK,n,n,p,n,n,n,n,p,p,p,p,p,p,n,n,n,{},,
197,38O9DZ0A76B9QT8GXO5WMZ8NXGS26C,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,317HQ483ICGOUJP4CAH60AXCGH4IN9,APSP9NBS1JLLB,Submitted,2020-05-23 22:39:45,2020-05-23 22:40:46,Tue May 26 22:40:46 PDT 2020,,,,61,100% (4/4),100% (4/4),100% (4/4),cnndm2748,two_stage_rl_out,"['1040', '1041', '1042', '1043', '1044', '1045', '1046', '1047', '1048', '1049', '1050', '1051', '1052', '1053', '1054', '1055']","Paula Dunican spent £ 25 on the coat at her local branch in Canterbury . She noticed a dark stain ' seeping through ' from the its lining . Inside , a four inch - long gecko was flattened , its scales imprinted onto the fabric . Asda apologised and offered her a refund and £ 40 voucher .",Paula Dunican paid 25.,Paula Dunican paid for the Baby Blue Coat,Paula Dunican paid at her local branch of Asda.,Paula Dunican noticed a ' seeping ' stain.,Paula Dunican noticed stain on the back of coat.,Paula Dunican noticed stain when she took the coat home.,Paula Dunican discovered the reptile ' s crushed body.,Paula Dunican discovered the reptile body on the garment 's lining.,Paula Dunican discovered the body after noticing the stain.,The supermarket apologised.,The supermarket offered Paula Dunican a 40 voucher.,The supermarket offered Paula Dunican a refund.,BLANK,BLANK,BLANK,BLANK,p,p,p,n,n,n,n,p,n,p,p,n,n,p,p,p,{},,
198,322ZSN9Z6K8PV5YFXFWDQOXZ12Z4TL,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,379J5II41T4MQEKX4EB023VVJTTLEX,A12ATVBE1I4567,Submitted,2020-05-23 21:54:13,2020-05-23 22:17:54,Tue May 26 22:17:54 PDT 2020,,,,1421,0% (0/0),0% (0/0),0% (0/0),cnndm3152,two_stage_rl_out,"['1440', '1441', '1442', '1443', '1444', '1445', '1446', '1447', '1448', '1449', '1450', '1451', '1452', '1453', '1454', '1455']","The 21 - year - old singer argued with security after being stopped at the artists ' entrance where Drake was performing at the event in Indio , California . A video obtained by TMZ appears to shows Bieber being put in a chokehold and escorted from the area . The drama unfurled on Sunday night when the Canadian pop star and his entourage tried to gain entry to Drake ' s gig .",Bieber is the singer.,Singer/Bieber arrived at the artists' entrance.,Singer/Bieber tried to gain entry to Drake's gig .,Security said area was at full capacity.,Security denied admission.,A row erupted.,A staffer tried to get singer/Bieber into the gig .,That staffer was a Coachella staffer .,Security intervened.,Security put singer/Bieber in chokehold.,Security removed singer/Bieber from the area .,Admission was denied to singer/Bieber.,The security was festival security.,BLANK,BLANK,BLANK,p,p,p,n,n,n,n,p,p,p,n,p,p,n,n,p,{},,
199,322ZSN9Z6K8PV5YFXFWDQOXZ12Z4TL,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:16 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:16 PDT 2020,,,3X4MXAO0BLCRAC11UY22ALBUWPTRWF,AKJ8CNFZH73K6,Submitted,2020-05-23 23:06:03,2020-05-23 23:19:44,Tue May 26 23:19:44 PDT 2020,,,,821,0% (0/0),0% (0/0),0% (0/0),cnndm3152,two_stage_rl_out,"['1440', '1441', '1442', '1443', '1444', '1445', '1446', '1447', '1448', '1449', '1450', '1451', '1452', '1453', '1454', '1455']","The 21 - year - old singer argued with security after being stopped at the artists ' entrance where Drake was performing at the event in Indio , California . A video obtained by TMZ appears to shows Bieber being put in a chokehold and escorted from the area . The drama unfurled on Sunday night when the Canadian pop star and his entourage tried to gain entry to Drake ' s gig .",Bieber is the singer.,Singer/Bieber arrived at the artists' entrance.,Singer/Bieber tried to gain entry to Drake's gig .,Security said area was at full capacity.,Security denied admission.,A row erupted.,A staffer tried to get singer/Bieber into the gig .,That staffer was a Coachella staffer .,Security intervened.,Security put singer/Bieber in chokehold.,Security removed singer/Bieber from the area .,Admission was denied to singer/Bieber.,The security was festival security.,BLANK,BLANK,BLANK,p,p,p,n,n,n,n,p,p,p,n,p,n,n,n,p,{},,
200,3JHB4BPSGOXD0VCZX6Y92RXS3OE9QA,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:00 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:00 PDT 2020,,,30LSNF239ZJS5X0BQRJM8MUE5UDI2Y,A3HII8DX9SINOU,Submitted,2020-05-25 17:30:55,2020-05-25 18:53:49,Thu May 28 18:53:49 PDT 2020,,,,4974,100% (43/43),100% (43/43),100% (43/43),cnndm5244,two_stage_rl_out,"['16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension on Thursday night . The 27 - year - old punched St Helens ' Lance Hohaia in the opening moments of last season ' s Grand Final against Warrington Warriors . The Wales forward came on as a substitute in the 23rd minute of Thursday ' s 30 - 20 victory against St Helens . Coach Shaun Wane had said he wanted to see flower come back an even more aggressive player .,Ben Flower was banned for 6 months.,Ben Flower returned from ban.,Ben Flower returned on Thursday night.,Ben Flower is a forward.,Ben Flower plays for Wales.,Ben Flower had punched Lance Hohaia.,Lance Hohaia plays for St Helens,Ben Flower had punched in last season's grand final.,Ben Flower had punched in the opening moments of a match.,Ben Flower is a 27 year old.,Ben Flower received a brilliant reception.,Wigan played against Warrington.,Wigan won 30 - 20.,BLANK,BLANK,BLANK,p,p,n,p,n,n,n,n,p,p,p,p,p,p,p,n,{},,
201,3JHB4BPSGOXD0VCZX6Y92RXS3OE9QA,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:00 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:00 PDT 2020,,,3OS46CRSLKNL943CC0U8DO1KT1JV6X,A12ATVBE1I4567,Submitted,2020-05-25 18:12:25,2020-05-25 18:36:32,Thu May 28 18:36:32 PDT 2020,,,,1447,0% (0/0),0% (0/0),0% (0/0),cnndm5244,two_stage_rl_out,"['16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension on Thursday night . The 27 - year - old punched St Helens ' Lance Hohaia in the opening moments of last season ' s Grand Final against Warrington Warriors . The Wales forward came on as a substitute in the 23rd minute of Thursday ' s 30 - 20 victory against St Helens . Coach Shaun Wane had said he wanted to see flower come back an even more aggressive player .,Ben Flower was banned for 6 months.,Ben Flower returned from ban.,Ben Flower returned on Thursday night.,Ben Flower is a forward.,Ben Flower plays for Wales.,Ben Flower had punched Lance Hohaia.,Lance Hohaia plays for St Helens,Ben Flower had punched in last season's grand final.,Ben Flower had punched in the opening moments of a match.,Ben Flower is a 27 year old.,Ben Flower received a brilliant reception.,Wigan played against Warrington.,Wigan won 30 - 20.,BLANK,BLANK,BLANK,p,p,p,p,n,n,n,n,n,p,n,p,p,p,p,p,{},,
202,3IYI9285XWOYC6FPE0OR7GMEVEPCJ3,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:00 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:00 PDT 2020,,,3TE22NPXPG0804GJ9G0670HTKQ444X,AXID3RPK6NZT6,Submitted,2020-05-25 17:11:15,2020-05-25 17:12:38,Thu May 28 17:12:38 PDT 2020,,,,83,100% (46/46),100% (46/46),100% (46/46),cnndm6731,two_stage_rl_out,"['1520', '1521', '1522', '1523', '1524', '1525', '1526', '1527', '1528', '1529', '1530', '1531', '1532', '1533', '1534', '1535']","Charles Terreni Jr was four times over the legal alcohol limit when he died . He was found at the Pi Kappa Alpha House in Columbia , South Carolina , on March 18 , the morning after an alleged ' kegger ' at the house . Neighbors said the House threw a party the night before , and noted the leftover keg . USC suspended the fraternity in the wake of the death .",Charles Terreni was 18.,Charles Terreni was found dead.,Charles Terreni was found at a frat house.,The frat house is in Columbia.,Charles Terreni was a USC freshman.,Charles Terreni was a member of the Pi Kappa Alpha House .,Coroner identified cause of death.,Toxicology tests showed the blood alcohol.,BLANK,The blood alcohol was .375 .,Neighbors said there was a large party.,A beer keg was still visible outside.,Cause of death identified was alcohol poisoning.,Charles Terreni was found on March 18.,BLANK,BLANK,n,n,p,n,p,n,n,n,p,p,p,n,n,n,p,n,{},,
204,3XH7ZM9YY6IDCWRZALN97H7XZAG9RB,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:00 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:00 PDT 2020,,,32UTUBMZ7LKRFGK78RBGO4NC72TVBH,A3ENQKD0V9VHBF,Submitted,2020-05-25 18:08:42,2020-05-25 18:09:51,Thu May 28 18:09:51 PDT 2020,,,,69,0% (0/0),0% (0/0),0% (0/0),cnndm7535,two_stage_rl_out,"['512', '513', '514', '515', '516', '517', '518', '519', '520', '521', '522', '523', '524', '525', '526', '527']",Saudi forces launched air strikes on Yemen a month ago to stop advances . Prince Alwaleed Bin Talal has promised to give each pilot a free Bentley . He apparently made the pledge on social media but the post has since been deleted .,Air strikes were launched by Saudi forces.,Air strikes were launched a month ago.,Air strikes were launched against rebels.,Saudi forces have been beating back Shite Houthi.,Shite Houthis are rebels.,Shite Houthis are in Yemen.,Prince Alwaleed Bin Talal pledged Bentleys.,Prince Alwaleed Bin Talal pledged for pilots involved in bombings.,Prince Alwaleed Bin Talal / He pleged on Wednesday.,Prince Alwaleed Bin Talal / He pledged after bombing raids resumed.,Bombing raids resumed despite official announcement that they would be halted.,The official announcement came last night.,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,n,n,p,p,n,{},,
