,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
215,3ACRLU861R27RL1RMZH5ZG348LSEBC,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3GGAI1SQE0MRZYI48Z6KCSAHYU4CMB,A1XRIEYLA7ZJ3B,Submitted,2020-05-25 17:03:10,2020-05-25 17:04:55,Thu May 28 17:04:55 PDT 2020,,,,105,100% (8/8),100% (8/8),100% (8/8),cnndm10325,bart_out,"['1200', '1201', '1202', '1203', '1204', '1205', '1206', '1207', '1208', '1209', '1210', '1211', '1212', '1213', '1214', '1215']",Residents on Greville Street say they had suspicious power cuts a week before heist . Also claim to have heard ' drilling ' noises on the evening of Good Friday . But thought at the time that this was simply a continuation of road works . It has also been alleged that the thieves returned a day after the initial robbery to steal more loot after becoming ' greedy ' .,There were power cuts the weekend before the raid,Locals say power cuts could be linked to heist.,Locals tell of suspicious ` drilling ' noises.,Locals tell of noises on evening of Good Friday.,Group was seen returning to scene.,Group was seen on Saturday.,The day after initial break - in was Saturday.,Police admit they didn't respond after alarm went off.,The alarm went off early on Friday.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,p,n,n,{},,
216,3ZXV7Q5FKFCI74TTVAX6SIUM277CFZ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,39ASUFLU62VHQ81MIXEODXQIQ9EXEK,A2PJBSDDN22XIX,Submitted,2020-05-25 14:47:07,2020-05-25 14:48:13,Thu May 28 14:48:13 PDT 2020,,,,66,0% (0/0),0% (0/0),0% (0/0),cnndm4303,bart_out,"['1248', '1249', '1250', '1251', '1252', '1253', '1254', '1255', '1256', '1257', '1258', '1259', '1260', '1261', '1262', '1263']","Former Everton chairman Sir Philip Carter has died aged 87 . Carter also served as President of the Football League . Current Toffees Chairman Bill Kenwright also paid tribute to Sir Philip , who he recalled to the Board of directors at Goodison Park for a second time in 2008 . Roberto Martinez said : ' This is a sad day for Everton Football Club and for every Evertonian ' .",Sir Philip Carter died at his home.,Sir Philip Carter died on Thursday morning.,Sir Philip Carter died after a short illness.,Sir Philip Carter served Everton.,Sir Philip Carter served during three spells.,Sir Philip Carter joined the club in 1977.,Toffees chairman is Bill Kenwright.,Bill Kenwright pays tribute to Sir Philip Carter.,Bill Kenwright calls Sir Philip Carter a ' great man and Leader '.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,n,p,p,n,{},,
217,3ZXV7Q5FKFCI74TTVAX6SIUM277CFZ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3ZAK8W07I92QIESX5L4M81PA2QEU0U,A1OXMMKQV14L13,Submitted,2020-05-25 14:08:20,2020-05-25 14:10:45,Thu May 28 14:10:45 PDT 2020,,,,145,0% (0/0),0% (0/0),0% (0/0),cnndm4303,bart_out,"['1248', '1249', '1250', '1251', '1252', '1253', '1254', '1255', '1256', '1257', '1258', '1259', '1260', '1261', '1262', '1263']","Former Everton chairman Sir Philip Carter has died aged 87 . Carter also served as President of the Football League . Current Toffees Chairman Bill Kenwright also paid tribute to Sir Philip , who he recalled to the Board of directors at Goodison Park for a second time in 2008 . Roberto Martinez said : ' This is a sad day for Everton Football Club and for every Evertonian ' .",Sir Philip Carter died at his home.,Sir Philip Carter died on Thursday morning.,Sir Philip Carter died after a short illness.,Sir Philip Carter served Everton.,Sir Philip Carter served during three spells.,Sir Philip Carter joined the club in 1977.,Toffees chairman is Bill Kenwright.,Bill Kenwright pays tribute to Sir Philip Carter.,Bill Kenwright calls Sir Philip Carter a ' great man and Leader '.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,n,p,p,n,{},,
219,31GN6YMHMTG0P74KILX6BBK4JDIWSA,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3TAYZSBPLQWHZB37V3D0CO01ERX2SQ,AKTQD9Y44G495,Submitted,2020-05-25 15:45:34,2020-05-25 15:48:44,Thu May 28 15:48:44 PDT 2020,,,,190,100% (33/33),100% (33/33),100% (33/33),cnndm5243,bart_out,"['128', '129', '130', '131', '132', '133', '134', '135', '136', '137', '138', '139', '140', '141', '142', '143']","The Oscar nominated actress , 60 , revealed she turned down the starring role alongside James Gandolfini in the landmark HBO drama because she had already played a mobster's wife in Goodfellas . Accusing Chase of lazy casting , Bracco chose instead the complicated role of Dr. Melfi , who provided the therapy that allowed New Jersey mob boss Tony Soprano to justify many of his monstrous acts .",Lorraine Bracco was asked to be Carmela.,Lorraine Bracco was asked by sopranos creator.,Lorraine Bracco is an actress.,Lorraine Bracco / the actress turned the sopranos creator/him down.,Lorraine Bracco / the actress played a mobster's wife in Goodfellas / Martin Scorsese's Goodfellas.,Lorraine Bracco turned the offer down because she played a mobster's wife in Goodfellas.,Goodfellas was released in 1990.,David Chase was a showrunner.,David Chase was convinced to let Lorraine Bracco play the role of Dr. Jennifer Melfi.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,p,p,p,p,n,n,n,{},,
220,3R868ACW5W01TX0YY8NWL1VJC4TGZ1,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3BEFOD78WBHO4U5PFK02TUYT6GXM4G,A1M93ROHPQL8FX,Submitted,2020-05-25 14:32:50,2020-05-25 14:34:58,Thu May 28 14:34:58 PDT 2020,,,,128,0% (0/0),0% (0/0),0% (0/0),cnndm5576,bart_out,"['1392', '1393', '1394', '1395', '1396', '1397', '1398', '1399', '1400', '1401', '1402', '1403', '1404', '1405', '1406', '1407']",Cesc Fabregas took to Instagram to show off the shiner he picked up from Charlie Adam on Saturday . The Chelsea midfielder was left bloodied after being caught by a flailing arm following a tussle with Adam . Jose Mourinho's side extended their lead at the top of Barclays Premier League to seven points with a 2 - 1 win .,Cesc Fabregas plays for Chelsea,Charlie Adam plays for Stoke City,Cesc Fabregas used to play for Barcelona,Charlie Adam injured Cesc Fabregas,Chelsea won against Stoke City,The match was at Chelsea's home,Charlie Adam is a midfielder,Charlie Adam scored a goal in the match,Cesc Fabregas posted on instagram,Cesc Fabregas had bruises.,Cesc Fabregas was smiling in the instagram post,Charlie Adam's arm was trailing.,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,p,n,n,p,n,n,p,n,p,{},,
221,3R868ACW5W01TX0YY8NWL1VJC4TGZ1,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3R08VXYT7HJHSTHMLK4W54KUVKZW7Z,A2PGZ4K8RFSTTI,Submitted,2020-05-25 14:27:25,2020-05-25 14:29:20,Thu May 28 14:29:20 PDT 2020,,,,115,100% (2/2),100% (2/2),100% (2/2),cnndm5576,bart_out,"['1392', '1393', '1394', '1395', '1396', '1397', '1398', '1399', '1400', '1401', '1402', '1403', '1404', '1405', '1406', '1407']",Cesc Fabregas took to Instagram to show off the shiner he picked up from Charlie Adam on Saturday . The Chelsea midfielder was left bloodied after being caught by a flailing arm following a tussle with Adam . Jose Mourinho's side extended their lead at the top of Barclays Premier League to seven points with a 2 - 1 win .,Cesc Fabregas plays for Chelsea,Charlie Adam plays for Stoke City,Cesc Fabregas used to play for Barcelona,Charlie Adam injured Cesc Fabregas,Chelsea won against Stoke City,The match was at Chelsea's home,Charlie Adam is a midfielder,Charlie Adam scored a goal in the match,Cesc Fabregas posted on instagram,Cesc Fabregas had bruises.,Cesc Fabregas was smiling in the instagram post,Charlie Adam's arm was trailing.,BLANK,BLANK,BLANK,BLANK,p,n,p,n,n,n,n,p,n,n,p,n,n,n,n,p,{},,
222,3XBYQ44Z7TS147HZ7L2WLGGQLWWWTZ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,36V4Q8R5ZPOVTZSNDH7FWXZY28IQM5,A18EM8NGUWCGGA,Submitted,2020-05-25 14:47:07,2020-05-25 14:48:55,Thu May 28 14:48:55 PDT 2020,,,,108,0% (0/0),0% (0/0),0% (0/0),cnndm5231,bart_out,"['480', '481', '482', '483', '484', '485', '486', '487', '488', '489', '490', '491', '492', '493', '494', '495']","Border Collies ace and Holly were caught on camera performing a balancing act . Using a human as their base , the Pooches stood up high on their hind legs , with their front paws up . The brief clip shows a man , identified as their owner and trainer Dai Aoki , lying on the ground with Ace on his lap .",Ace is a Border Collie.,Holly is a Border Collie.,The Border Collies (or Ace and Holly) were caught on camera.,The Border Collies performed a gravity defying feat.,The Border Collies were pooches.,The Border Collies / pooches stood on their hind legs.,The Border Collies stood on their owner/their trainer/Dai Aoki.,Dai Aoki is the trainer of the Border Collies/pooches.,Dai Aoki is the owner of the Border Collies/pooches.,The Border Collies have appeared in a number of videos.,The videos show the Border Collies showing off their tricks.,BLANK,BLANK,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,p,p,n,p,p,p,p,p,{},,
223,3XBYQ44Z7TS147HZ7L2WLGGQLWWWTZ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3KB8R4ZV1JV8XJUCJWCUO3K2KMWGB2,AKVDY8OXNMQED,Submitted,2020-05-25 14:06:50,2020-05-25 14:25:59,Thu May 28 14:25:59 PDT 2020,,,,1149,100% (7/7),100% (7/7),100% (7/7),cnndm5231,bart_out,"['480', '481', '482', '483', '484', '485', '486', '487', '488', '489', '490', '491', '492', '493', '494', '495']","Border Collies ace and Holly were caught on camera performing a balancing act . Using a human as their base , the Pooches stood up high on their hind legs , with their front paws up . The brief clip shows a man , identified as their owner and trainer Dai Aoki , lying on the ground with Ace on his lap .",Ace is a Border Collie.,Holly is a Border Collie.,The Border Collies (or Ace and Holly) were caught on camera.,The Border Collies performed a gravity defying feat.,The Border Collies were pooches.,The Border Collies / pooches stood on their hind legs.,The Border Collies stood on their owner/their trainer/Dai Aoki.,Dai Aoki is the trainer of the Border Collies/pooches.,Dai Aoki is the owner of the Border Collies/pooches.,The Border Collies have appeared in a number of videos.,The videos show the Border Collies showing off their tricks.,BLANK,BLANK,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,p,p,n,p,p,p,p,p,{},,
224,311HQEI8SW4I04PX55J2FOIQD1A7ZP,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3B4YI393VEKA4AK5PIS636D5CLVSSI,A20SXG1DHDIDI7,Submitted,2020-05-25 15:45:05,2020-05-25 15:50:01,Thu May 28 15:50:01 PDT 2020,,,,296,0% (0/0),0% (0/0),0% (0/0),cnndm9555,bart_out,"['1280', '1281', '1282', '1283', '1284', '1285', '1286', '1287', '1288', '1289', '1290', '1291', '1292', '1293', '1294', '1295']","Swansea's Gerhard Tremmel , 36 , is understudy to Lukasz Fabianski . Kolo Toure , Glen Johnson and Ron Vlaar are all set to leave their clubs . Manchester City's James Milner is the most high - profile free agent . Everton are keen to sign England international Tom Cleverley .",Gerhard Tremmel plays for Swansea,Gerhard Tremmel was in goal,Gerhard Tremmel played for free agents' 4 -4-2,Glen Johnson was at the back,Kolo Toure was at the back,Ron Vlaar was at the back,Luke Garbutt was at the back,James Milner was in midfield,Mikel Arteta was in the midfield,Tom Cleverly was in the midfield,Jonas Gutierrez was in the midfield,Danny Ings plays for Burnley,Danny Ings was up front,James Wilson plays for Manchester United,James Wilson was up front,BLANK,n,n,n,n,n,n,n,p,n,n,n,n,n,n,n,n,{},,
226,3SMIWMMK75TG4KWO7QS6QC2S4A3WUQ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3R2UR8A0IF432ZEBCBHKI9KWUB3XO7,A12ATVBE1I4567,Submitted,2020-05-25 16:44:03,2020-05-25 17:27:16,Thu May 28 17:27:16 PDT 2020,,,,2593,0% (0/0),0% (0/0),0% (0/0),cnndm10542,bart_out,"['928', '929', '930', '931', '932', '933', '934', '935', '936', '937', '938', '939', '940', '941', '942', '943']","Dundee United Striker Nadir CIFTCI celebrated a goal by blowing a kiss at opposition goalkeeper Scott Bain . The 23 - year - old celebrated by trying to Rile Dundee No 1 Bain , but his actions came back to haunt him as the Dark Blues earned all three points thanks to further goals from Jake McPake and Paul Heffernan . Dundee's first win in a derby for more than 10 years .",Nadir Ciftci celebrated.,Nadir Ciftci blew a kiss.,The kiss was directed to rival goalkeeper.,The rival goalkeeper was Scott Bain.,Ciftci was left blushing.,Rivals earned an impressive victory .,The win gave hosts / Dundee their first Derby win in more than a decade .,The win was a Dundee win.,Hosts were Dundee.,Greg Stewart scored goal/goals.,Jake mcpake scored goal/goals.,Paul Heffernen scored goal/goals.,The goals secured a win.,BLANK,BLANK,BLANK,n,p,p,p,n,n,n,p,p,p,p,n,n,p,p,n,{},,
227,3SMIWMMK75TG4KWO7QS6QC2S4A3WUQ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3ZV9H2YQQIVZRAGZJ816SN8EQIDW3U,A3V8LIMUUJWUTL,Submitted,2020-05-25 14:27:23,2020-05-25 14:29:10,Thu May 28 14:29:10 PDT 2020,,,,107,0% (0/0),0% (0/0),0% (0/0),cnndm10542,bart_out,"['928', '929', '930', '931', '932', '933', '934', '935', '936', '937', '938', '939', '940', '941', '942', '943']","Dundee United Striker Nadir CIFTCI celebrated a goal by blowing a kiss at opposition goalkeeper Scott Bain . The 23 - year - old celebrated by trying to Rile Dundee No 1 Bain , but his actions came back to haunt him as the Dark Blues earned all three points thanks to further goals from Jake McPake and Paul Heffernan . Dundee's first win in a derby for more than 10 years .",Nadir Ciftci celebrated.,Nadir Ciftci blew a kiss.,The kiss was directed to rival goalkeeper.,The rival goalkeeper was Scott Bain.,Ciftci was left blushing.,Rivals earned an impressive victory .,The win gave hosts / Dundee their first Derby win in more than a decade .,The win was a Dundee win.,Hosts were Dundee.,Greg Stewart scored goal/goals.,Jake mcpake scored goal/goals.,Paul Heffernen scored goal/goals.,The goals secured a win.,BLANK,BLANK,BLANK,n,p,p,p,n,n,n,p,p,p,p,n,n,p,p,n,{},,
228,3H1C3QRA157Q1QTX0ZD0A09MQ6SECJ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:14 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:14 PDT 2020,,,3PW9OPU9PV8H5R4DIKYGGNDSOR612R,A1C8FN01981A69,Submitted,2020-05-25 14:31:22,2020-05-25 14:43:02,Thu May 28 14:43:02 PDT 2020,,,,700,100% (1/1),100% (1/1),100% (1/1),cnndm8306,bart_out,"['896', '897', '898', '899', '900', '901', '902', '903', '904', '905', '906', '907', '908', '909', '910', '911']","More than a dozen people were injured on Thursday night after a stage collapsed during an Indiana Public High School theater performance . One of the victims suffered critical head trauma as the stage fell half - way through a song during a sold - out showing of American Pie at Westfield High School . The calamity occurred at the worst possible time - just as dozens walked on stage for the finale . ' . All of a sudden , everyone was gone , ' one parent from the audience told RTV . Nicola Gruszka , a student who was singing in front of the stage when the platform behind her gave way , said they had previously practiced the song with the same number of people with no issue .",There was a performance at an Indiana public school.,The performance was of American Pie.,The performance ended in tragedy.,The performance was on Wednesday.,A riser buckled at the performance.,The riser buckled as many danced on-stage.,More than a dozen people were injured.,The school is Westfield High.,One student was taken to a hospital in critical condition.,Students said there had been no issues previously.,Students said they previously practiced the song on the stage with the same number of people .,BLANK,BLANK,BLANK,BLANK,BLANK,p,p,n,n,n,n,n,p,p,p,n,n,n,p,p,p,{},,
231,3VGZ74AYUK4OL4PO6U3OA3UY3M7CGY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3LQ8PUHQFQGWKN3T9CMTVQ0GUCYIHH,A18EM8NGUWCGGA,Submitted,2020-05-25 14:30:14,2020-05-25 14:32:24,Thu May 28 14:32:24 PDT 2020,,,,130,0% (0/0),0% (0/0),0% (0/0),cnndm10231,bart_out,"['544', '545', '546', '547', '548', '549', '550', '551', '552', '553', '554', '555', '556', '557', '558', '559']","Drew Miller was struck by Ottawa's Mark Stone's skate during the first period of Tuesday's game between the Red Wings and the Senators . Miller was left with a scar across his eye , but reportedly didn't suffer any damage to his eyesight . The team said he will likely return Thursday against Boston .",Drew Miller plays for Detroit Red Wings.,Drew Miller was caught by a skate.,Drew Miller was caught in the first period.,Detroit Red Wings played against Ottawa Senators.,The cut required stitches to close.,The cut required 50-60 stitches to close.,The cut did not damage Miller's eye.,The Detroit Red Wings lost 2-1.,The Detroit Red wings remain in third place.,The Detroit Red Wings play in the Atlantic Division.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,p,p,n,n,p,n,n,{},,
232,3ZFRE2BDRD2CFJVONIN09NVEFUOZXB,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,30BUDKLTXIJ8OPHCCRVTLEZYXAYE5L,A3C5KFPIBYOQVX,Submitted,2020-05-25 14:20:52,2020-05-25 14:22:22,Thu May 28 14:22:22 PDT 2020,,,,90,0% (0/0),0% (0/0),0% (0/0),cnndm8001,bart_out,"['560', '561', '562', '563', '564', '565', '566', '567', '568', '569', '570', '571', '572', '573', '574', '575']",Winchester Council said its annual clean - up of roads had been hit by new health and Safety Executive Rules . But the HSE denied tightening rules and said councils were ‘ over - interpreting ’ legislation . Former Poet Laureate Sir Andrew Motion accused Town Hall bosses and the Highways Agency of ruining the countryside by failing to remove rubbish .,Winchester Council is in Hampshire,Winchester Council claimed annual clean - up,Winchester Council was hit by new rules.,Health and Safety Executive denied tightening rules.,Health and Safety Executive said that counciles were over-interpreting legislation.,Sir Andrew Motion is a poet laureate.,Sir Andrew Motion accused Town Hall bosses.,Sir Andrew Motion accused Highways Agency.,The accusation was of ruining the countryside.,The accusation was of failing to remove rubbish.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,n,n,p,p,p,p,p,p,p,{},,
234,36MUZ9VAFAQ06IZB0V8BU6R4B64EDJ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3907X2AHF5TKMJNF3M96HJVQR862PS,A3HII8DX9SINOU,Submitted,2020-05-25 17:22:22,2020-05-25 17:24:19,Thu May 28 17:24:19 PDT 2020,,,,117,100% (43/43),100% (43/43),100% (43/43),cnndm11343,bart_out,"['400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '413', '414', '415']",Porto have made £ 440million from player sales in the last 11 years . The majority of these deals have involved South Americans . Danilo will join Real Madrid in a deal worth £ 23million in the summer . 19 of the 29 players featured in the table below have South American backgrounds such as now - Real Madrid superstar James Rodriguez .,Danilo agrred this week.,Danilo agreed to join Real Madrid.,Danilo agreed to join in the summer.,Danilo agreed to join for 23 million.,Total player sales is 440 million since 2004.,James Rodriguez sold by Porto.,Pepe sold by Porto.,Radamel Falcao sold by Porto.,Click here for all the latest Real Madrid News .,Players sold by Porto.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,p,p,n,n,n,n,n,{},,
235,36MUZ9VAFAQ06IZB0V8BU6R4B64EDJ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3LO69W1SU81KASGOA91O26G7WGBLGV,A1C8FN01981A69,Submitted,2020-05-25 14:12:18,2020-05-25 14:20:56,Thu May 28 14:20:56 PDT 2020,,,,518,100% (1/1),100% (1/1),100% (1/1),cnndm11343,bart_out,"['400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '413', '414', '415']",Porto have made £ 440million from player sales in the last 11 years . The majority of these deals have involved South Americans . Danilo will join Real Madrid in a deal worth £ 23million in the summer . 19 of the 29 players featured in the table below have South American backgrounds such as now - Real Madrid superstar James Rodriguez .,Danilo agrred this week.,Danilo agreed to join Real Madrid.,Danilo agreed to join in the summer.,Danilo agreed to join for 23 million.,Total player sales is 440 million since 2004.,James Rodriguez sold by Porto.,Pepe sold by Porto.,Radamel Falcao sold by Porto.,Click here for all the latest Real Madrid News .,Players sold by Porto.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,p,p,n,n,n,n,n,{},,
236,3LXX8KJXQ0XAFJZJIT65DM2SONV9O1,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,34Z02EIMIX1BI1D85GEC3538JCC0TE,A8UI77795LTGF,Submitted,2020-05-25 14:27:50,2020-05-25 14:29:08,Thu May 28 14:29:08 PDT 2020,,,,78,0% (0/0),0% (0/0),0% (0/0),cnndm9709,bart_out,"['1296', '1297', '1298', '1299', '1300', '1301', '1302', '1303', '1304', '1305', '1306', '1307', '1308', '1309', '1310', '1311']","In all 1,177 barrio 18 members were transferred from Izalco Jail to San Francisco Gotera . They will mix with their rivals from the hyper - violent Mara Salvatrucha gang , or MS - 13 . The policy of mixing the gangs together came about when officials realised that gangs were directing criminal activity from within prison walls . Gang members have been blamed for killing 20 police officers , two soldiers , six prison guards and a prosecutor .",Members of Barrio 18 gang were handcuffed,Members of Barrio 18 gang were marched onto buses,Images show the members,Members of Barrio 18 gang were transferred to a different jail,Total 1177 members were transferred,"In the different jail, the members will mix with Mara Salvatrucha/their arch rival",The arch rival of the members of Barrio 18 gang is Mara Salvatrucha,The gang members will not be classified by gang affiliation,The gang members will now be classified by how dangerous they are,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,p,p,p,n,n,{},,
