,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
241,373L46LKQBUGV4RD6D5PVZZM0NXKJN,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:40 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:40 PDT 2020,,,3CPLWGV3MTNVJIW18GBTNHY9XYP9N3,A1C8FN01981A69,Submitted,2020-05-25 14:48:42,2020-05-25 14:56:31,Thu May 28 14:56:31 PDT 2020,,,,469,100% (1/1),100% (1/1),100% (1/1),cnndm7823,neusumm_out,"['352', '353', '354', '355', '356', '357', '358', '359', '360', '361', '362', '363', '364', '365', '366', '367']","Drivers pulled over on Interstate 20 in Albilene , Texas , got out of their cars and walked toward oncoming traffic to pick up the cash . A video posted on Facebook shows motorists frantically grabbing the notes in between stopped vehicles , while others were forced to slow down and veer out of the way . Police have warned that if anyone is caught with cash that was inside the truck - they could land themselves behind bars .",Bundles of notes spilled onto Interstate 20.,The bundles of notes were spilled in Albilene Texas.,The bundles of notes were spilled on Friday.,Passenger door of vehicle was flung open.,The opening of door released the money onto the road.,Motorists pulled over.,Motorists abandoned their vehicles.,Motorists picked up the cash.,Police have warned anyone caught with the money will be arrested.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,n,n,n,p,p,{},,
242,375VMB7D5N7CMN1XWEY2FLPW3ZBDIR,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:36 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:36 PDT 2020,,,3EKVH9QME3SBXMKPYDIBHPE1DO4D2O,A12ATVBE1I4567,Submitted,2020-05-25 14:11:24,2020-05-25 14:18:16,Thu May 28 14:18:16 PDT 2020,,,,412,0% (0/0),0% (0/0),0% (0/0),cnndm11343,neusumm_out,"['400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '413', '414', '415']","With the confirmation of Danilo's summer switch to Real Madrid , Porto have now received a whopping # 440million from player sales in the last 11 years . Since winning the Champions League under Jose Mourinho in 2004 the Portuguese champions have made a habit of selling on players for huge profits . Porto and Brazil Right Back Danilo will join Real Madrid in the summer in a deal worth # 23million .",Danilo agrred this week.,Danilo agreed to join Real Madrid.,Danilo agreed to join in the summer.,Danilo agreed to join for 23 million.,Total player sales is 440 million since 2004.,James Rodriguez sold by Porto.,Pepe sold by Porto.,Radamel Falcao sold by Porto.,Click here for all the latest Real Madrid News .,Players sold by Porto.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,n,p,p,p,p,n,n,n,n,{},,
243,375VMB7D5N7CMN1XWEY2FLPW3ZBDIR,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:36 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:36 PDT 2020,,,3IUZPWIU1TV5N8O64ET599PG14WWK2,A110SC5K5Y3IHS,Submitted,2020-05-25 14:14:17,2020-05-25 14:28:43,Thu May 28 14:28:43 PDT 2020,,,,866,100% (9/9),100% (9/9),100% (9/9),cnndm11343,neusumm_out,"['400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '413', '414', '415']","With the confirmation of Danilo's summer switch to Real Madrid , Porto have now received a whopping # 440million from player sales in the last 11 years . Since winning the Champions League under Jose Mourinho in 2004 the Portuguese champions have made a habit of selling on players for huge profits . Porto and Brazil Right Back Danilo will join Real Madrid in the summer in a deal worth # 23million .",Danilo agrred this week.,Danilo agreed to join Real Madrid.,Danilo agreed to join in the summer.,Danilo agreed to join for 23 million.,Total player sales is 440 million since 2004.,James Rodriguez sold by Porto.,Pepe sold by Porto.,Radamel Falcao sold by Porto.,Click here for all the latest Real Madrid News .,Players sold by Porto.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,p,p,p,n,n,n,n,{},,
244,37J05LC5B178HYL3EWJ2RM4WGE0DJ3,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:37 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:37 PDT 2020,,,3GLB5JMZF2J1CGSWXS30JT82N79DG7,A12ATVBE1I4567,Submitted,2020-05-25 14:12:00,2020-05-25 14:37:18,Thu May 28 14:37:18 PDT 2020,,,,1518,0% (0/0),0% (0/0),0% (0/0),cnndm5244,neusumm_out,"['16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","As his Wigan side beat Warrington 30 - 20 , the Wales forward made his first appearance since he punched St Helens ' Lance Hohaia in the opening moments of last season's Grand Final , earning a six - month ban . Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension on Thursday night . Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension .",Ben Flower was banned for 6 months.,Ben Flower returned from ban.,Ben Flower returned on Thursday night.,Ben Flower is a forward.,Ben Flower plays for Wales.,Ben Flower had punched Lance Hohaia.,Lance Hohaia plays for St Helens,Ben Flower had punched in last season's grand final.,Ben Flower had punched in the opening moments of a match.,Ben Flower is a 27 year old.,Ben Flower received a brilliant reception.,Wigan played against Warrington.,Wigan won 30 - 20.,BLANK,BLANK,BLANK,n,p,p,p,n,n,n,p,p,p,p,p,p,p,p,p,{},,
245,37J05LC5B178HYL3EWJ2RM4WGE0DJ3,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:37 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:37 PDT 2020,,,3LO69W1SU81KASGOA91O26G7WGQGL5,A3ENQKD0V9VHBF,Submitted,2020-05-25 15:19:50,2020-05-25 15:21:06,Thu May 28 15:21:06 PDT 2020,,,,76,0% (0/0),0% (0/0),0% (0/0),cnndm5244,neusumm_out,"['16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","As his Wigan side beat Warrington 30 - 20 , the Wales forward made his first appearance since he punched St Helens ' Lance Hohaia in the opening moments of last season's Grand Final , earning a six - month ban . Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension on Thursday night . Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension .",Ben Flower was banned for 6 months.,Ben Flower returned from ban.,Ben Flower returned on Thursday night.,Ben Flower is a forward.,Ben Flower plays for Wales.,Ben Flower had punched Lance Hohaia.,Lance Hohaia plays for St Helens,Ben Flower had punched in last season's grand final.,Ben Flower had punched in the opening moments of a match.,Ben Flower is a 27 year old.,Ben Flower received a brilliant reception.,Wigan played against Warrington.,Wigan won 30 - 20.,BLANK,BLANK,BLANK,n,p,p,p,n,n,n,p,p,p,p,p,p,p,p,p,{},,
246,37PGLWGSKXUK0T77OVKPJYKMN88KIB,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:39 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:39 PDT 2020,,,36WLNQG784YAD5YLD1M6O0ZQ76UEBW,AXID3RPK6NZT6,Submitted,2020-05-25 15:01:06,2020-05-25 15:01:57,Thu May 28 15:01:57 PDT 2020,,,,51,100% (46/46),100% (46/46),100% (46/46),cnndm9555,neusumm_out,"['1280', '1281', '1282', '1283', '1284', '1285', '1286', '1287', '1288', '1289', '1290', '1291', '1292', '1293', '1294', '1295']","Here are best players who are currently set to leave their Premier League clubs on a free in June . Manchester City's tenacious , creative and versatile midfielder James Milner could leave as a free agent . Striker - James Wilson ( Manchester United ) .",Gerhard Tremmel plays for Swansea,Gerhard Tremmel was in goal,Gerhard Tremmel played for free agents' 4 -4-2,Glen Johnson was at the back,Kolo Toure was at the back,Ron Vlaar was at the back,Luke Garbutt was at the back,James Milner was in midfield,Mikel Arteta was in the midfield,Tom Cleverly was in the midfield,Jonas Gutierrez was in the midfield,Danny Ings plays for Burnley,Danny Ings was up front,James Wilson plays for Manchester United,James Wilson was up front,BLANK,n,n,n,n,p,p,n,n,n,n,n,n,n,n,p,n,{},,
247,37PGLWGSKXUK0T77OVKPJYKMN88KIB,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:39 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:39 PDT 2020,,,3A1COHJ8NOJ3VHRG0QA2I162RGXH8C,AFQKLIYNCVZTL,Submitted,2020-05-25 14:45:30,2020-05-25 14:46:12,Thu May 28 14:46:12 PDT 2020,,,,42,0% (0/0),0% (0/0),0% (0/0),cnndm9555,neusumm_out,"['1280', '1281', '1282', '1283', '1284', '1285', '1286', '1287', '1288', '1289', '1290', '1291', '1292', '1293', '1294', '1295']","Here are best players who are currently set to leave their Premier League clubs on a free in June . Manchester City's tenacious , creative and versatile midfielder James Milner could leave as a free agent . Striker - James Wilson ( Manchester United ) .",Gerhard Tremmel plays for Swansea,Gerhard Tremmel was in goal,Gerhard Tremmel played for free agents' 4 -4-2,Glen Johnson was at the back,Kolo Toure was at the back,Ron Vlaar was at the back,Luke Garbutt was at the back,James Milner was in midfield,Mikel Arteta was in the midfield,Tom Cleverly was in the midfield,Jonas Gutierrez was in the midfield,Danny Ings plays for Burnley,Danny Ings was up front,James Wilson plays for Manchester United,James Wilson was up front,BLANK,n,n,n,n,p,n,n,n,n,n,n,n,n,n,p,n,{},,
248,37Y5RYYI1TTFE79ASQTSDUYBSFPSX0,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:41 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:41 PDT 2020,,,3300DTYQT75XHB0AWJJWJPUPT6NQEC,A3V8LIMUUJWUTL,Submitted,2020-05-25 14:31:11,2020-05-25 14:32:34,Thu May 28 14:32:34 PDT 2020,,,,83,0% (0/0),0% (0/0),0% (0/0),cnndm8613,neusumm_out,"['1056', '1057', '1058', '1059', '1060', '1061', '1062', '1063', '1064', '1065', '1066', '1067', '1068', '1069', '1070', '1071']","Unfortunately Paul , 41 , lost his father to bowel cancer 19 years ago and so by running this weekend's marathon , the couple have raised # 7,000 so far to help honour his memory on this special day . On Sunday , 36,000 runners took to the streets of London for the 26.2 mile Virgin Money London Marathon . For one couple however , these streets became a 26 mile aisle where they exchanged vows en route .",Paul and Laura Elliott met half way round.,Paul and Laura Elliott met at St Katharine Docks.,Ceremony was witnessed by guests.,The ceremony was witnessed by 80 guests.,Paul and Laura Elliott ran across finish line.,Paul and Laura Elliott ran under a shower of confetti.,Paul and Laura Elliott returned to scene of ceremony.,Paul and Laura Elliott returned for a party later on.,7000 was raised for Cancer Research.,THe money was raise in honour of Paul's father.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
249,37Y5RYYI1TTFE79ASQTSDUYBSFPSX0,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:41 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:41 PDT 2020,,,3MYYFCXHJ8VOCK934H27GPEWAUNG44,A110SC5K5Y3IHS,Submitted,2020-05-25 14:43:10,2020-05-25 14:47:52,Thu May 28 14:47:52 PDT 2020,,,,282,100% (9/9),100% (9/9),100% (9/9),cnndm8613,neusumm_out,"['1056', '1057', '1058', '1059', '1060', '1061', '1062', '1063', '1064', '1065', '1066', '1067', '1068', '1069', '1070', '1071']","Unfortunately Paul , 41 , lost his father to bowel cancer 19 years ago and so by running this weekend's marathon , the couple have raised # 7,000 so far to help honour his memory on this special day . On Sunday , 36,000 runners took to the streets of London for the 26.2 mile Virgin Money London Marathon . For one couple however , these streets became a 26 mile aisle where they exchanged vows en route .",Paul and Laura Elliott met half way round.,Paul and Laura Elliott met at St Katharine Docks.,Ceremony was witnessed by guests.,The ceremony was witnessed by 80 guests.,Paul and Laura Elliott ran across finish line.,Paul and Laura Elliott ran under a shower of confetti.,Paul and Laura Elliott returned to scene of ceremony.,Paul and Laura Elliott returned for a party later on.,7000 was raised for Cancer Research.,THe money was raise in honour of Paul's father.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
250,38XPGNCKIXO48X242AWSR6LKYOEV4T,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:40 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:40 PDT 2020,,,3AUQQEL7UAHQVTHXABER4NRTGYVV0U,A104V8NZIQFN2F,Submitted,2020-05-25 18:06:24,2020-05-25 18:08:49,Thu May 28 18:08:49 PDT 2020,,,,145,0% (0/0),0% (0/0),0% (0/0),cnndm7058,neusumm_out,"['288', '289', '290', '291', '292', '293', '294', '295', '296', '297', '298', '299', '300', '301', '302', '303']",The 30 - year - old hit five in Real's thumping 9 - 1 win against Granada at the weekend to take his tally to 36 goals in the league so far . All eyes will be on Cristiano Ronaldo when Real Madrid visit Rayo Vallecano in La Liga on Wednesday . Ronaldo's quintuplet moved him above Lionel Messi in the race for the Pichichi Trophy given to the top goalscorer in La Liga at the end of the season .,Real Madrid played Granada.,Real Madrid played at the Weekend.,Granada played at the weekend.,Real Madrid beat Granada.,Real Madrid beat Granada 9 - 1.,Cristiano Ronaldo scored five.,Cristiano Ronaldo's tally is 36 for the season.,Real travel to Rayo Vallecano.,Real play on Wednesday night.,Rayo Vallecano play on Wednesday night.,Juventus played Fiorentina.,Juventus beat Fiorentina 3 - 0.,Juventus reach Coppa Italia Final.,Juventus reach Coppa Italia Final on Tuesday.,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,p,p,n,p,p,{},,
251,38XPGNCKIXO48X242AWSR6LKYOEV4T,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:40 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:40 PDT 2020,,,3X3OR7WPZ4O5HDA6RBP0ATZ98XYL8F,A2YTQDLACTLIBA,Submitted,2020-05-25 14:14:41,2020-05-25 14:16:52,Thu May 28 14:16:52 PDT 2020,,,,131,0% (0/0),0% (0/0),0% (0/0),cnndm7058,neusumm_out,"['288', '289', '290', '291', '292', '293', '294', '295', '296', '297', '298', '299', '300', '301', '302', '303']",The 30 - year - old hit five in Real's thumping 9 - 1 win against Granada at the weekend to take his tally to 36 goals in the league so far . All eyes will be on Cristiano Ronaldo when Real Madrid visit Rayo Vallecano in La Liga on Wednesday . Ronaldo's quintuplet moved him above Lionel Messi in the race for the Pichichi Trophy given to the top goalscorer in La Liga at the end of the season .,Real Madrid played Granada.,Real Madrid played at the Weekend.,Granada played at the weekend.,Real Madrid beat Granada.,Real Madrid beat Granada 9 - 1.,Cristiano Ronaldo scored five.,Cristiano Ronaldo's tally is 36 for the season.,Real travel to Rayo Vallecano.,Real play on Wednesday night.,Rayo Vallecano play on Wednesday night.,Juventus played Fiorentina.,Juventus beat Fiorentina 3 - 0.,Juventus reach Coppa Italia Final.,Juventus reach Coppa Italia Final on Tuesday.,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
253,3909MD9T335X42D7R131I6UPNJKFEV,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:37 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:37 PDT 2020,,,3TDXMTX3CGIGNYJCDTVPYZBQLZOI6O,A104V8NZIQFN2F,Submitted,2020-05-25 18:13:29,2020-05-25 18:15:41,Thu May 28 18:15:41 PDT 2020,,,,132,0% (0/0),0% (0/0),0% (0/0),cnndm4043,neusumm_out,"['1568', '1569', '1570', '1571', '1572', '1573', '1574', '1575', '1576', '1577', '1578', '1579', '1580', '1581', '1582', '1583']","It is one of 13 European hotspots out of 14 where your cash will go far further this summer , largely thanks to rock - bottom exchange rates and higher inflation in some countries . The former Soviet state has gained the most from the strong pound , which has cut the cost of visiting the continent . Resorts on its Black Sea coast offer the best value in terms of a meal out , buying a cup of coffee and essentials such as Sun Cream and a cold drink , according to a study .",Bulgaria's Black Sea has resorts,Black Sea resorts cheaper than hotspots in Italy,Black Sea resorts cheaper than hotspots in Spain,Black Sea resorts cheaper than hotspots in Turkey,Cheap prices in Bulgaria are driven by low exchange rates,Cheap prices in Bulgaria are driven by country's high inflation,It's most popular resort is Sunny Beach,The Sunny Beach resort copies resorts in Spain and Greece,Researchers found the cheapest destination,Researchers used imaginary shopping basket,Researchers used imaginary shopping basket to find cheapest destination,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,p,{},,
254,39HYCOOPLS9YI6ROHTWU7EWDK8VDM7,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:38 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:38 PDT 2020,,,3OLF68YTNEPX09TP2Y6GB70K1PIFAE,AXID3RPK6NZT6,Submitted,2020-05-25 14:38:09,2020-05-25 14:39:11,Thu May 28 14:39:11 PDT 2020,,,,62,100% (46/46),100% (46/46),100% (46/46),cnndm9393,neusumm_out,"['1168', '1169', '1170', '1171', '1172', '1173', '1174', '1175', '1176', '1177', '1178', '1179', '1180', '1181', '1182', '1183']","Cuban Bikini Babe Kathy Ferreiro , 21 , is vying to steal Kim Kardashian's crown for having the curviest booty in America . The Miami - based Latina , who has already been dubbed the ` Cuban Kim Kardashian ' by the city's fashion crowd , is well known for strutting her stuff on the region's balmy beaches . Pneumatic proportions ... but nothing about her derrière has been photoshopped according to Kathy , who works for a skin cosmetics firm .",Kathy Ferreiro is born in Cuba.,Kathy Ferreiro's curves have attracted fans on social media.,Kathy Ferreiro loves Bikini.,Kathy Ferreiro says photos of her booty are all natural.,Kathy Ferreiro is Miami based.,Kathy Ferreiro is a party girl.,Kathy Ferreiro hopes to become next Kim Kardashian.,Kathy Ferreiro has a huge following in Colombia,Kathy Ferreiro has a huge following in other Latin American countries.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,n,p,p,n,n,n,n,{},,
255,39HYCOOPLS9YI6ROHTWU7EWDK8VDM7,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:38 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:38 PDT 2020,,,3ZGVPD4G6Y58KMJY9AR4946U1JBZTL,A074332538R4YYDPXNF01,Submitted,2020-05-25 15:56:50,2020-05-25 16:04:08,Thu May 28 16:04:08 PDT 2020,,,,438,0% (0/0),0% (0/0),0% (0/0),cnndm9393,neusumm_out,"['1168', '1169', '1170', '1171', '1172', '1173', '1174', '1175', '1176', '1177', '1178', '1179', '1180', '1181', '1182', '1183']","Cuban Bikini Babe Kathy Ferreiro , 21 , is vying to steal Kim Kardashian's crown for having the curviest booty in America . The Miami - based Latina , who has already been dubbed the ` Cuban Kim Kardashian ' by the city's fashion crowd , is well known for strutting her stuff on the region's balmy beaches . Pneumatic proportions ... but nothing about her derrière has been photoshopped according to Kathy , who works for a skin cosmetics firm .",Kathy Ferreiro is born in Cuba.,Kathy Ferreiro's curves have attracted fans on social media.,Kathy Ferreiro loves Bikini.,Kathy Ferreiro says photos of her booty are all natural.,Kathy Ferreiro is Miami based.,Kathy Ferreiro is a party girl.,Kathy Ferreiro hopes to become next Kim Kardashian.,Kathy Ferreiro has a huge following in Colombia,Kathy Ferreiro has a huge following in other Latin American countries.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,p,p,p,n,p,n,n,{},,
256,3AJA9FLWTGM9K7FTNKTS3LSHFCRFI4,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:38 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:38 PDT 2020,,,3JJVG1YBEGLAHM5S20T3K6TDUDB5B2,A3HII8DX9SINOU,Submitted,2020-05-25 16:43:54,2020-05-25 16:48:17,Thu May 28 16:48:17 PDT 2020,,,,263,100% (43/43),100% (43/43),100% (43/43),cnndm7547,neusumm_out,"['592', '593', '594', '595', '596', '597', '598', '599', '600', '601', '602', '603', '604', '605', '606', '607']","Unbeaten Floyd Mayweather faces more pressure than Manny Pacquiao when the pair meet in Las Vegas on May 2 but he will still be victorious , says Joe Calzaghe . Floyd Mayweather works out with his uncle Roger at the Mayweather Boxing Club ahead of the fight . Mayweather has an impressive record , winning all of his previous 47 professional career fights , 26 by knockout .",Floy Mayweather and Manny Pacquiao face off.,The face off will happen in Las Vegas.,The face off will happen on May 2.,Joe Calzaghe believes Mayweather's unbeaten record is a burden.,Mayweather has an unbeaten record.,Joe Calzaghe is a Welshman.,Joe Calzaghe thinks Mayweather will beat Manny Pacquiao.,Ricky Hatton gives prediciton to Jeff Powell.,The tickets of the face off go on sale.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,p,n,n,n,n,{},,
257,3AJA9FLWTGM9K7FTNKTS3LSHFCRFI4,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:38 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:38 PDT 2020,,,3M81GAB8A57ZA8OQMSH6IHO4QA2QB6,AHKYVHP6591H8,Submitted,2020-05-25 17:09:25,2020-05-25 17:16:59,Thu May 28 17:16:59 PDT 2020,,,,454,100% (31/31),100% (31/31),100% (31/31),cnndm7547,neusumm_out,"['592', '593', '594', '595', '596', '597', '598', '599', '600', '601', '602', '603', '604', '605', '606', '607']","Unbeaten Floyd Mayweather faces more pressure than Manny Pacquiao when the pair meet in Las Vegas on May 2 but he will still be victorious , says Joe Calzaghe . Floyd Mayweather works out with his uncle Roger at the Mayweather Boxing Club ahead of the fight . Mayweather has an impressive record , winning all of his previous 47 professional career fights , 26 by knockout .",Floy Mayweather and Manny Pacquiao face off.,The face off will happen in Las Vegas.,The face off will happen on May 2.,Joe Calzaghe believes Mayweather's unbeaten record is a burden.,Mayweather has an unbeaten record.,Joe Calzaghe is a Welshman.,Joe Calzaghe thinks Mayweather will beat Manny Pacquiao.,Ricky Hatton gives prediciton to Jeff Powell.,The tickets of the face off go on sale.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,p,n,n,n,n,{},,
259,3AXFSPQOZUM5FIZZ52ESFM7HSRGFJG,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:08:39 PDT 2020,2,BatchId:4052649;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:08:39 PDT 2020,,,3RSDURM96FA6QDRWNT0QWBXRSFZYEI,A12ATVBE1I4567,Submitted,2020-05-25 14:11:19,2020-05-25 14:15:17,Thu May 28 14:15:17 PDT 2020,,,,238,0% (0/0),0% (0/0),0% (0/0),cnndm9221,neusumm_out,"['256', '257', '258', '259', '260', '261', '262', '263', '264', '265', '266', '267', '268', '269', '270', '271']","The clip was filmed on Saturday in Shortandy Village , 40 miles north of the Capital Astana , and captures the cloud hovering in the sky for 15 minutes before suddenly vanishing without trace . The video has been viewed more than 50,000 times since being uploaded to YouTube , prompting all manner of bizarre explanations for the phenomenon - with many seemingly convinced it is definitive proof of extra-terrestrial Life . Eerie footage has emerged showing a mysterious 100 metre - wide black ring of smoke floating over clear skies in Kazakhstan - convincing locals it was caused by a UFO .",A clip shows a mysterious black cloud.,The cloud was hanging over Shortandy.,The cloud was in the shape of a hoop.,The cloud did not move for more than 15 minutes.,The clip has been viewed many times.,The views on the clip are in the tens of thousands.,The clip has been viewed on YouTube.,The viewers suggest that the cloud was an alien spacecraft.,Experts think the cloud could have been caused by nearby factories.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,n,p,p,p,p,n,n,{},,
